date,time,latitude,longitude,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,rainfall_72h,river_level,river_level_lag1,river_level_lag3,river_level_lag6,river_level_lag12,river_discharge,temperature,humidity,pressure,wind_speed,elevation,distance_from_river,historical_flood_count,population,flood_probability,flood_risk
2020-03-23,00:00:00,16.52,81.08,1.57,2.72,9.66,9.66,9.66,9.66,8.948,9.589,10.099,11.044,13.8,18037.48,29.27,74.27,1002.51,7.63,16.5,2.4,5,17400,0.0225,LOW
2020-03-23,06:00:00,16.58,81.14,1.8,1.8,8.39,8.39,8.39,22.06,8.053,8.948,9.47,10.611,13.606,15711.71,30.66,64.17,1009.59,8.64,22.7,4.1,10,10900,0.0107,LOW
2020-03-23,12:00:00,16.1,80.65,2.37,8.86,21.07,38.41,66.16,197.72,7.922,8.053,9.589,10.354,13.289,38936.82,26.34,79.18,1002.15,10.71,18.2,2.1,4,12450,0.0694,LOW
2020-03-23,18:00:00,16.14,80.71,9.29,22.34,59.47,88.45,111.09,296.02,8.182,7.922,8.948,10.099,12.564,53070.82,25.17,75.37,1011.04,9.3,21.4,3.7,8,8320,0.1557,LOW
2020-03-24,00:00:00,16.18,80.75,1.45,1.82,7.86,8.41,8.41,8.41,7.416,8.182,8.053,9.47,12.006,16760.47,28.61,77.04,1005.66,4.1,14.7,1.2,7,15620,0.0134,LOW
2020-03-24,06:00:00,16.22,80.8,7.74,13.4,28.46,53.63,92.61,325.14,7.535,7.416,7.922,9.589,12.012,46674.76,28.26,80.73,1006.74,0.58,12.8,2.8,4,19850,0.1267,LOW
2020-03-24,12:00:00,16.28,80.84,3.67,16.81,34.04,49.77,87.13,220.8,7.307,7.535,8.182,8.948,11.044,45560.68,25.06,74.82,1007.81,7.38,25.1,5.4,10,9130,0.0553,LOW
2020-03-24,18:00:00,16.34,80.9,2.3,2.3,2.3,2.3,2.3,17.01,6.842,7.307,7.416,8.053,10.611,13655.47,23.11,79.5,1003.47,6.93,19.3,3.1,9,14670,0.01,LOW
2020-03-25,00:00:00,16.4,80.96,0.27,2.55,9.84,21.8,38.14,78.29,6.592,6.842,7.535,7.922,10.354,24427.2,28.5,62.28,1007.62,8.96,11.9,1.6,8,22100,0.01,LOW
2020-03-25,06:00:00,16.46,81.02,9.48,21.78,29.14,38.13,72.41,172.83,6.281,6.592,7.307,8.182,10.099,36691.5,28.25,72.52,1007.42,7.26,28.4,6.2,4,7650,0.0213,LOW
2020-03-25,12:00:00,16.52,81.08,1.58,5.34,5.73,12.78,19.62,31.72,5.961,6.281,6.842,7.416,9.47,18596.22,33.0,68.93,1012.33,7.77,16.5,2.4,9,17400,0.01,LOW
2020-03-25,18:00:00,16.58,81.14,1.87,1.87,9.51,27.76,40.35,135.44,5.711,5.961,6.592,7.535,9.589,23743.17,31.06,81.21,1007.06,5.81,22.7,4.1,7,10900,0.01,LOW
2020-03-26,00:00:00,16.1,80.65,5.57,17.62,31.68,45.95,77.58,141.15,6.04,5.711,6.281,7.307,8.948,39148.87,30.7,77.62,1003.9,6.58,18.2,2.1,9,12450,0.0213,LOW
2020-03-26,06:00:00,16.14,80.71,2.76,8.85,20.46,20.46,40.95,142.3,6.109,6.04,5.961,6.842,8.053,25230.6,32.16,78.26,1000.08,9.2,21.4,3.7,9,8320,0.0251,LOW
2020-03-26,12:00:00,16.18,80.75,4.95,17.64,27.69,52.39,65.76,207.22,6.164,6.109,5.711,6.592,7.922,34568.81,27.97,77.72,1011.87,9.26,14.7,1.2,8,15620,0.0384,LOW
2020-03-26,18:00:00,16.22,80.8,2.87,11.87,18.49,19.65,37.48,70.44,6.123,6.164,6.04,6.281,8.182,23220.36,26.9,79.66,1005.18,7.6,12.8,2.8,8,19850,0.0106,LOW
2020-03-27,00:00:00,16.28,80.84,42.0,129.46,257.38,428.99,711.09,2183.29,12.199,6.123,6.109,5.961,7.416,271887.36,29.07,63.24,1002.86,5.31,25.1,5.4,8,9130,0.99,VERY_HIGH
2020-03-27,06:00:00,16.34,80.9,2.54,5.23,5.23,5.23,17.17,64.01,11.413,12.199,6.164,5.711,7.535,29253.27,31.64,66.82,1004.51,9.39,19.3,3.1,9,14670,0.0409,LOW
2020-03-27,12:00:00,16.4,80.96,4.2,4.2,16.14,17.1,32.92,95.05,10.792,11.413,6.123,6.04,7.307,28590.57,25.85,71.53,999.58,4.49,11.9,1.6,7,22100,0.0419,LOW
2020-03-27,18:00:00,16.46,81.02,1.67,2.96,2.96,5.78,5.78,5.78,9.923,10.792,12.199,6.109,6.842,17930.01,28.07,78.31,1013.34,6.84,28.4,6.2,3,7650,0.0215,LOW
2020-03-28,00:00:00,16.52,81.08,5.94,17.39,25.5,52.97,109.14,365.38,9.814,9.923,11.413,6.164,6.592,55891.28,26.81,69.83,1004.31,8.13,16.5,2.4,7,17400,0.444,MODERATE
2020-03-28,06:00:00,16.58,81.14,2.22,8.83,18.31,36.33,65.18,145.29,9.741,9.814,10.792,6.123,6.281,39623.05,30.56,82.5,1005.89,6.38,22.7,4.1,5,10900,0.0508,LOW
2020-03-28,12:00:00,16.1,80.65,1.65,4.49,7.93,12.74,14.27,24.84,9.093,9.741,9.923,12.199,5.961,20512.03,28.79,82.62,1019.3,4.94,18.2,2.1,5,12450,0.0174,LOW
2020-03-28,18:00:00,16.14,80.71,0.77,2.16,15.01,26.49,45.07,106.53,8.643,9.093,9.814,11.413,5.711,32212.56,27.44,78.9,1001.17,9.53,21.4,3.7,5,8320,0.0268,LOW
2020-03-29,00:00:00,16.18,80.75,1.96,2.0,16.59,32.32,56.32,126.17,8.171,8.643,9.741,10.792,6.04,34338.64,27.42,64.36,1002.32,8.1,14.7,1.2,5,15620,0.033,LOW
2020-03-29,06:00:00,16.22,80.8,6.2,16.05,39.69,54.78,86.73,309.33,8.032,8.171,9.093,9.923,6.109,44047.24,26.17,80.62,1012.71,10.57,12.8,2.8,9,19850,0.1004,LOW
2020-03-29,12:00:00,16.28,80.84,0.55,0.55,0.55,19.61,39.26,103.75,7.743,8.032,8.643,9.814,6.164,26983.29,29.51,79.54,1005.75,8.54,25.1,5.4,7,9130,0.0177,LOW
2020-03-29,18:00:00,16.34,80.9,6.07,13.84,19.55,34.9,89.68,280.82,7.868,7.743,8.171,9.741,6.123,46019.11,32.76,88.18,1009.93,9.68,19.3,3.1,5,14670,0.0749,LOW
2020-03-30,00:00:00,16.4,80.96,0.42,0.93,1.7,9.7,26.13,71.54,7.148,7.868,8.032,9.093,12.199,22869.77,27.84,76.52,1008.35,10.01,11.9,1.6,8,22100,0.015,LOW
2020-03-30,06:00:00,16.46,81.02,5.84,18.14,51.95,98.62,154.08,372.41,8.203,7.148,7.743,8.643,11.413,68822.49,23.0,75.27,1011.33,10.5,28.4,6.2,6,7650,0.2446,LOW
2020-03-30,12:00:00,16.52,81.08,4.0,4.0,4.0,18.45,39.04,98.98,7.77,8.203,7.868,8.171,10.792,28203.43,26.95,62.84,1004.21,9.97,16.5,2.4,8,17400,0.015,LOW
2020-03-30,18:00:00,16.58,81.14,1.65,7.0,8.43,11.75,26.84,72.43,7.609,7.77,7.148,8.032,9.923,21226.6,28.43,82.45,1013.0,9.26,22.7,4.1,7,10900,0.0178,LOW
2020-03-31,00:00:00,16.1,80.65,1.24,1.24,8.5,20.82,49.89,163.08,7.322,7.609,8.203,7.743,9.814,30269.94,28.66,78.61,1011.3,6.1,18.2,2.1,7,12450,0.0153,LOW
2020-03-31,06:00:00,16.14,80.71,0.18,5.64,11.43,11.43,11.43,11.43,6.916,7.322,7.77,7.868,9.741,16396.29,30.36,72.35,1006.17,4.9,21.4,3.7,7,8320,0.0108,LOW
2020-03-31,12:00:00,16.18,80.75,0.16,4.24,4.24,20.33,26.12,68.58,6.573,6.916,7.609,7.148,9.093,22583.8,30.51,73.94,1004.0,6.86,14.7,1.2,7,15620,0.01,LOW
2020-03-31,18:00:00,16.22,80.8,5.18,11.3,16.68,26.94,34.03,123.35,6.355,6.573,7.322,8.203,8.643,22745.6,30.16,77.16,998.27,3.92,12.8,2.8,6,19850,0.0141,LOW
2020-04-01,00:00:00,16.28,80.84,9.97,30.08,66.21,98.12,136.12,409.3,6.773,6.355,6.916,7.77,8.171,58942.52,28.11,78.18,1006.75,9.42,25.1,5.4,11,9130,0.1541,LOW
2020-04-01,06:00:00,16.34,80.9,2.67,9.25,10.29,11.51,22.27,38.03,6.673,6.773,6.573,7.609,8.032,17429.39,30.4,77.76,1007.3,14.32,19.3,3.1,12,14670,0.01,LOW
2020-04-01,12:00:00,16.4,80.96,1.61,4.59,14.25,30.75,49.67,146.93,6.628,6.673,6.355,7.322,7.743,29653.88,29.14,81.43,1004.0,3.69,11.9,1.6,4,22100,0.0419,LOW
2020-04-01,18:00:00,16.46,81.02,7.72,23.04,42.57,57.3,82.33,209.35,6.895,6.628,6.773,6.916,7.868,42195.64,28.98,68.84,1006.9,12.15,28.4,6.2,9,7650,0.0349,LOW
2020-04-02,00:00:00,16.52,81.08,5.27,14.69,26.6,46.62,61.72,113.4,6.781,6.895,6.673,6.573,7.148,31506.31,27.58,80.74,1004.75,7.76,16.5,2.4,7,17400,0.0159,LOW
2020-04-02,06:00:00,16.58,81.14,1.32,5.0,9.88,18.8,34.92,161.47,6.443,6.781,6.628,6.355,8.203,25040.82,26.34,81.08,1006.81,8.06,22.7,4.1,8,10900,0.0183,LOW
2020-04-02,12:00:00,16.1,80.65,3.5,10.69,23.67,36.23,53.95,147.55,6.361,6.443,6.895,6.773,7.77,30232.9,28.5,85.17,1004.49,5.41,18.2,2.1,5,12450,0.0298,LOW
2020-04-02,18:00:00,16.14,80.71,8.95,18.61,44.51,80.49,175.79,452.81,7.412,6.361,6.781,6.673,7.609,76103.84,28.49,75.62,1006.72,4.74,21.4,3.7,5,8320,0.3494,MODERATE
2020-04-03,00:00:00,16.18,80.75,1.27,3.77,3.77,3.77,3.77,13.66,7.073,7.412,6.443,6.628,7.322,14478.5,24.72,69.84,1012.34,5.73,14.7,1.2,8,15620,0.01,LOW
2020-04-03,06:00:00,16.22,80.8,2.66,10.0,28.92,47.96,67.67,202.37,7.12,7.073,6.361,6.895,6.916,38508.73,29.2,74.92,1005.33,11.08,12.8,2.8,6,19850,0.045,LOW
2020-04-03,12:00:00,16.28,80.84,1.56,1.56,1.56,1.56,4.21,36.98,6.908,7.12,7.412,6.781,6.573,12995.5,30.9,78.39,1006.14,5.07,25.1,5.4,9,9130,0.01,LOW
2020-04-03,18:00:00,16.34,80.9,1.65,1.65,10.25,32.11,50.94,173.82,6.898,6.908,7.073,6.443,6.355,30501.22,30.98,81.63,1005.75,9.38,19.3,3.1,7,14670,0.0244,LOW
2020-04-04,00:00:00,16.4,80.96,13.05,26.12,41.11,80.09,163.31,371.4,7.779,6.898,7.12,6.361,6.773,68909.99,28.6,71.92,1012.78,7.11,11.9,1.6,9,22100,0.4743,MODERATE
2020-04-04,06:00:00,16.46,81.02,3.28,9.74,22.74,29.66,56.01,94.86,7.365,7.779,6.908,7.412,6.673,31150.91,22.33,79.63,1000.77,5.89,28.4,6.2,4,7650,0.0159,LOW
2020-04-04,12:00:00,16.52,81.08,3.48,8.07,16.59,16.59,34.79,98.41,6.975,7.365,6.898,7.073,6.628,26217.18,30.73,65.87,1012.21,9.99,16.5,2.4,6,17400,0.0163,LOW
2020-04-04,18:00:00,16.58,81.14,4.58,12.98,17.13,18.24,32.05,66.19,6.267,6.975,7.779,7.12,6.895,21289.32,23.88,70.75,1011.09,6.7,22.7,4.1,7,10900,0.0107,LOW
2020-04-05,00:00:00,16.1,80.65,2.21,2.95,12.41,16.85,49.11,123.63,6.208,6.267,7.365,6.908,6.781,27692.91,29.43,88.06,1005.71,7.49,18.2,2.1,6,12450,0.0165,LOW
2020-04-05,06:00:00,16.14,80.71,1.51,4.69,4.69,10.98,10.98,41.28,6.085,6.208,6.975,6.898,6.443,14574.98,28.81,77.07,1001.72,9.05,21.4,3.7,5,8320,0.01,LOW
2020-04-05,12:00:00,16.18,80.75,2.77,10.61,28.58,43.75,78.26,193.49,6.328,6.085,6.267,7.779,6.361,38691.72,30.47,82.46,1001.4,8.49,14.7,1.2,9,15620,0.0336,LOW
2020-04-05,18:00:00,16.22,80.8,1.97,1.97,5.35,5.35,5.35,11.21,5.886,6.328,6.208,7.365,7.412,13888.04,27.86,84.89,1011.56,12.87,12.8,2.8,7,19850,0.01,LOW
2020-04-06,00:00:00,16.28,80.84,1.83,6.61,13.86,20.18,26.86,26.86,5.212,5.886,6.085,6.975,7.073,18352.35,26.52,82.38,1010.0,8.96,25.1,5.4,9,9130,0.01,LOW
2020-04-06,06:00:00,16.34,80.9,1.6,1.6,1.6,1.6,1.6,1.6,4.893,5.212,6.328,6.267,7.12,7621.41,30.11,77.3,1005.65,9.66,19.3,3.1,9,14670,0.01,LOW
2020-04-06,12:00:00,16.4,80.96,7.21,14.57,31.12,41.84,67.34,178.12,5.015,4.893,5.886,6.208,6.908,33177.02,26.68,82.52,1007.84,7.73,11.9,1.6,7,22100,0.0159,LOW
2020-04-06,18:00:00,16.46,81.02,1.33,4.0,4.37,4.37,6.58,38.84,4.473,5.015,5.212,6.085,6.898,9763.09,30.47,91.18,1009.87,6.44,28.4,6.2,7,7650,0.01,LOW
2020-04-07,00:00:00,16.52,81.08,0.38,4.06,10.38,23.63,25.22,78.04,4.292,4.473,4.893,6.328,7.779,18274.74,30.55,87.66,1005.49,5.31,16.5,2.4,3,17400,0.01,LOW
2020-04-07,06:00:00,16.58,81.14,51.39,120.44,203.8,376.91,725.87,2349.86,10.963,4.292,5.015,5.886,7.365,273959.0,32.34,63.74,1009.61,5.95,22.7,4.1,8,10900,0.99,VERY_HIGH
2020-04-07,12:00:00,16.1,80.65,6.39,12.81,27.58,27.62,44.52,106.3,10.551,10.963,4.473,5.212,6.975,35485.66,25.7,76.51,1004.25,6.72,18.2,2.1,6,12450,0.137,LOW
2020-04-07,18:00:00,16.14,80.71,1.49,4.24,5.99,22.77,58.14,135.94,10.254,10.551,4.292,4.893,6.267,37471.34,31.27,68.1,1008.51,10.18,21.4,3.7,9,8320,0.064,LOW
2020-04-08,00:00:00,16.18,80.75,1.28,1.7,4.59,4.59,4.59,20.2,9.694,10.254,10.963,5.015,6.208,18617.7,30.21,72.59,1003.39,6.79,14.7,1.2,3,15620,0.0505,LOW
2020-04-08,06:00:00,16.22,80.8,0.38,5.14,8.79,14.47,21.17,50.99,9.199,9.694,10.551,4.473,6.085,23800.19,34.96,79.67,1007.69,9.59,12.8,2.8,8,19850,0.0207,LOW
2020-04-08,12:00:00,16.28,80.84,4.25,9.5,19.1,30.26,65.5,210.54,9.22,9.199,10.254,4.292,6.328,37839.6,30.75,86.35,999.4,6.47,25.1,5.4,9,9130,0.0854,LOW
2020-04-08,18:00:00,16.34,80.9,2.91,3.01,3.01,18.01,35.18,94.91,8.661,9.22,9.694,10.963,5.886,29118.59,31.29,70.44,1006.15,5.7,19.3,3.1,12,14670,0.0314,LOW
2020-04-09,00:00:00,16.4,80.96,3.58,10.9,21.13,28.23,42.89,169.68,8.103,8.661,9.199,10.551,5.212,29741.93,30.34,82.32,1005.03,5.96,11.9,1.6,4,22100,0.0473,LOW
2020-04-09,06:00:00,16.46,81.02,9.26,21.15,41.51,80.37,131.87,260.69,8.516,8.103,9.22,10.254,4.893,62882.43,30.32,81.67,1005.22,8.76,28.4,6.2,6,7650,0.168,LOW
2020-04-09,12:00:00,16.52,81.08,3.57,7.16,13.95,18.44,39.57,84.85,8.227,8.516,8.661,9.694,5.015,31431.45,25.3,73.55,1007.93,10.52,16.5,2.4,5,17400,0.0289,LOW
2020-04-09,18:00:00,16.58,81.14,2.4,3.5,10.5,22.01,30.58,92.14,8.151,8.227,8.103,9.199,4.473,25550.77,26.35,71.23,996.97,9.41,22.7,4.1,6,10900,0.0124,LOW
2020-04-10,00:00:00,16.1,80.65,1.85,1.93,10.9,31.74,83.15,248.46,8.199,8.151,8.516,9.22,4.292,42225.26,29.65,73.76,1006.64,6.33,18.2,2.1,9,12450,0.0599,LOW
2020-04-10,06:00:00,16.14,80.71,6.35,13.27,29.96,49.1,95.61,317.29,8.301,8.199,8.227,8.661,10.963,47775.53,30.27,73.16,1002.53,5.55,21.4,3.7,9,8320,0.2506,MODERATE
2020-04-10,12:00:00,16.18,80.75,5.45,14.58,30.44,40.95,57.11,102.88,8.264,8.301,8.151,8.103,10.551,34482.41,30.03,84.41,1011.05,4.91,14.7,1.2,5,15620,0.0565,LOW
2020-04-10,18:00:00,16.22,80.8,3.42,11.55,24.74,44.45,72.27,147.46,7.991,8.264,8.199,8.516,10.254,39784.55,26.41,77.44,1012.31,5.23,12.8,2.8,6,19850,0.0461,LOW
2020-04-11,00:00:00,16.28,80.84,1.93,8.37,18.88,25.67,60.86,141.33,8.151,7.991,8.301,8.227,9.694,36080.18,25.94,84.66,1014.3,7.95,25.1,5.4,6,9130,0.0309,LOW
2020-04-11,06:00:00,16.34,80.9,10.66,20.46,39.24,83.79,135.95,324.76,8.403,8.151,8.264,8.151,9.199,60292.53,29.1,84.13,1003.42,6.23,19.3,3.1,6,14670,0.2594,MODERATE
2020-04-11,12:00:00,16.4,80.96,1.33,3.95,3.95,9.6,19.67,87.74,8.348,8.403,7.991,8.199,9.22,22302.35,28.95,86.38,1010.13,6.28,11.9,1.6,10,22100,0.0175,LOW
2020-04-11,18:00:00,16.46,81.02,13.93,47.92,95.03,185.81,304.39,998.51,10.411,8.348,8.151,8.301,8.661,125514.02,26.92,67.9,1005.41,8.83,28.4,6.2,6,7650,0.99,VERY_HIGH
2020-04-12,00:00:00,16.52,81.08,16.15,25.07,42.84,63.74,109.47,250.44,10.756,10.411,8.403,8.264,8.103,55809.68,32.3,85.02,1009.7,7.23,16.5,2.4,7,17400,0.2089,LOW
2020-04-12,06:00:00,16.58,81.14,15.4,31.14,49.44,67.94,136.71,406.16,10.87,10.756,8.348,7.991,8.516,66323.31,30.39,77.31,1001.42,6.72,22.7,4.1,8,10900,0.4574,MODERATE
2020-04-12,12:00:00,16.1,80.65,31.13,58.65,115.26,205.47,317.69,960.73,12.825,10.87,10.411,8.151,8.227,132214.92,32.98,78.95,1004.86,9.47,18.2,2.1,6,12450,0.99,VERY_HIGH
2020-04-12,18:00:00,16.14,80.71,9.27,20.0,45.08,56.81,84.31,273.1,12.468,12.825,10.756,8.403,8.151,51363.82,29.97,73.42,1003.27,10.17,21.4,3.7,12,8320,0.3296,MODERATE
2020-04-13,00:00:00,16.18,80.75,7.72,26.14,28.1,39.82,54.96,151.05,11.54,12.468,10.87,8.348,8.199,38230.58,34.11,74.32,1005.38,10.71,14.7,1.2,6,15620,0.1833,LOW
2020-04-13,06:00:00,16.22,80.8,2.52,2.52,3.91,21.95,37.99,121.52,10.884,11.54,12.825,10.411,8.301,33587.69,30.93,70.87,1006.31,8.75,12.8,2.8,10,19850,0.085,LOW
2020-04-13,12:00:00,16.28,80.84,0.39,0.61,0.61,0.61,11.79,35.66,9.891,10.884,12.468,10.756,8.264,22876.84,27.18,77.52,1003.87,9.33,25.1,5.4,5,9130,0.011,LOW
2020-04-13,18:00:00,16.34,80.9,0.79,2.47,4.86,13.75,17.36,62.52,9.259,9.891,11.54,10.87,7.991,21802.46,27.34,75.87,1005.05,11.21,19.3,3.1,9,14670,0.0204,LOW
2020-04-14,00:00:00,16.4,80.96,10.41,30.15,56.43,86.02,152.49,497.99,10.32,9.259,10.884,12.825,8.151,72662.89,26.77,81.69,1005.85,7.4,11.9,1.6,7,22100,0.6088,HIGH
2020-04-14,06:00:00,16.46,81.02,3.09,12.6,16.82,22.06,39.02,98.39,9.557,10.32,9.891,12.468,8.403,29686.8,26.63,78.61,1009.13,9.65,28.4,6.2,7,7650,0.0266,LOW
2020-04-14,12:00:00,16.52,81.08,9.67,19.02,36.23,60.9,111.58,418.84,10.118,9.557,9.259,11.54,8.348,56009.78,25.95,71.2,996.04,8.18,16.5,2.4,8,17400,0.4212,MODERATE
2020-04-14,18:00:00,16.58,81.14,1.3,8.75,10.05,14.41,27.52,144.68,9.588,10.118,10.32,10.884,10.411,28601.77,28.1,70.21,1000.37,5.49,22.7,4.1,7,10900,0.0562,LOW
2020-04-15,00:00:00,16.1,80.65,2.15,5.4,5.4,7.01,7.01,30.4,8.904,9.588,9.557,9.891,10.756,17276.15,29.38,80.07,1002.99,6.06,18.2,2.1,4,12450,0.018,LOW
2020-04-15,06:00:00,16.14,80.71,42.44,122.28,222.5,384.88,603.1,1277.92,12.739,8.904,10.118,9.259,10.87,236014.91,30.36,88.55,1004.21,14.01,21.4,3.7,7,8320,0.99,VERY_HIGH
2020-04-15,12:00:00,16.18,80.75,12.12,32.83,62.14,95.47,196.23,379.91,13.598,12.739,9.588,10.32,12.825,93447.48,33.21,72.7,1006.02,5.79,14.7,1.2,9,15620,0.8861,VERY_HIGH
2020-04-15,18:00:00,16.22,80.8,5.81,16.95,31.27,62.05,89.89,261.51,13.332,13.598,8.904,9.557,12.468,56353.9,29.05,73.98,1009.78,10.02,12.8,2.8,10,19850,0.4427,MODERATE
2020-04-16,00:00:00,16.28,80.84,8.11,18.54,33.02,83.95,130.91,317.47,13.102,13.332,12.739,10.118,11.54,69916.71,29.7,80.05,1011.44,4.28,25.1,5.4,11,9130,0.65,HIGH
2020-04-16,06:00:00,16.34,80.9,6.69,15.17,28.24,50.49,85.51,269.16,12.462,13.102,13.598,9.588,10.884,53297.57,31.4,73.01,1008.39,5.14,19.3,3.1,6,14670,0.353,MODERATE
2020-04-16,12:00:00,16.4,80.96,0.84,2.88,7.79,14.22,14.22,32.5,11.475,12.462,13.332,8.904,9.891,24627.66,26.24,78.93,1006.54,11.99,11.9,1.6,9,22100,0.0725,LOW
2020-04-16,18:00:00,16.46,81.02,3.5,8.41,19.09,22.64,55.93,102.01,10.593,11.475,13.102,12.739,9.259,39624.67,32.65,69.61,1015.84,13.35,28.4,6.2,6,7650,0.0459,LOW
2020-04-17,00:00:00,16.52,81.08,36.25,72.83,128.94,199.42,348.94,925.86,12.972,10.593,12.462,13.598,10.32,145273.64,30.79,70.98,1007.7,7.62,16.5,2.4,6,17400,0.99,VERY_HIGH
2020-04-17,06:00:00,16.58,81.14,2.42,12.52,22.33,40.59,74.08,271.81,12.686,12.972,11.475,13.332,9.557,46818.08,26.53,76.87,1001.44,8.89,22.7,4.1,4,10900,0.204,LOW
2020-04-17,12:00:00,16.1,80.65,2.5,9.26,23.6,35.48,69.84,169.69,11.916,12.686,10.593,13.102,10.118,45506.91,27.73,77.47,1001.52,13.59,18.2,2.1,11,12450,0.2071,LOW
2020-04-17,18:00:00,16.14,80.71,0.56,0.56,3.68,5.21,9.03,41.31,10.578,11.916,12.972,12.462,9.588,21374.67,27.61,83.73,1013.2,7.39,21.4,3.7,6,8320,0.0657,LOW
2020-04-18,00:00:00,16.18,80.75,11.59,22.95,44.82,68.22,138.89,416.37,11.146,10.578,12.686,11.475,8.904,68392.53,29.51,70.99,1011.46,6.46,14.7,1.2,6,15620,0.6355,HIGH
2020-04-18,06:00:00,16.22,80.8,0.91,1.77,1.77,1.77,1.77,39.89,10.44,11.146,11.916,10.593,12.739,20540.98,31.51,73.7,1008.07,9.35,12.8,2.8,5,19850,0.03,LOW
2020-04-18,12:00:00,16.28,80.84,5.25,9.54,24.14,47.76,85.21,159.39,10.16,10.44,10.578,12.972,13.598,47688.8,27.37,79.71,1006.98,10.41,25.1,5.4,7,9130,0.2105,LOW
2020-04-18,18:00:00,16.34,80.9,7.77,15.51,39.73,77.98,119.98,339.25,10.281,10.16,11.146,12.686,13.332,61157.3,30.96,87.15,1008.63,8.67,19.3,3.1,5,14670,0.3672,MODERATE
2020-04-19,00:00:00,16.4,80.96,2.18,2.18,5.54,5.54,17.08,79.22,9.34,10.281,10.44,11.916,13.102,25112.59,24.29,72.35,1006.22,11.69,11.9,1.6,7,22100,0.0337,LOW
2020-04-19,06:00:00,16.46,81.02,2.45,11.13,11.13,13.16,17.79,76.35,8.23,9.34,10.16,10.578,12.462,22413.94,29.91,83.29,1012.6,6.2,28.4,6.2,5,7650,0.0118,LOW
2020-04-19,12:00:00,16.52,81.08,4.98,9.01,13.01,25.22,56.06,98.46,7.983,8.23,10.281,11.146,11.475,33585.22,30.52,74.85,1011.12,10.6,16.5,2.4,8,17400,0.0501,LOW
2020-04-19,18:00:00,16.58,81.14,1.41,4.46,8.1,8.1,8.1,8.1,7.654,7.983,9.34,10.44,10.593,16080.76,30.56,74.85,1010.63,9.31,22.7,4.1,3,10900,0.0116,LOW
2020-04-20,00:00:00,16.1,80.65,21.58,42.8,81.08,126.92,195.1,578.67,8.505,7.654,8.23,10.16,12.972,84548.58,32.63,76.96,1007.39,13.81,18.2,2.1,6,12450,0.8212,VERY_HIGH
2020-04-20,06:00:00,16.14,80.71,6.23,14.38,35.0,74.47,119.74,384.8,8.694,8.505,7.983,10.281,12.686,57164.82,30.9,84.2,1015.61,8.71,21.4,3.7,7,8320,0.2331,LOW
2020-04-20,12:00:00,16.18,80.75,4.57,16.32,37.75,62.17,103.89,355.61,8.767,8.694,7.654,9.34,11.916,54053.06,30.99,90.62,1002.05,7.79,14.7,1.2,4,15620,0.1995,LOW
2020-04-20,18:00:00,16.22,80.8,5.24,14.84,31.8,41.7,45.5,100.0,8.559,8.767,8.505,8.23,10.578,31471.01,27.06,83.08,1001.06,10.45,12.8,2.8,3,19850,0.0178,LOW
2020-04-21,00:00:00,16.28,80.84,3.74,7.48,7.48,13.16,23.89,89.16,8.194,8.559,8.694,7.983,11.146,25572.29,25.74,72.04,1012.27,8.38,25.1,5.4,7,9130,0.013,LOW
2020-04-21,06:00:00,16.34,80.9,2.27,7.87,21.89,36.57,63.84,201.28,8.333,8.194,8.767,7.654,10.44,39572.98,28.5,65.51,1007.95,11.18,19.3,3.1,10,14670,0.0339,LOW
2020-04-21,12:00:00,16.4,80.96,3.55,11.43,11.43,18.56,42.4,124.24,8.084,8.333,8.559,8.505,10.16,30145.96,31.1,83.65,1002.87,5.04,11.9,1.6,8,22100,0.0321,LOW
2020-04-21,18:00:00,16.46,81.02,1.37,5.99,11.18,11.18,31.63,109.76,7.794,8.084,8.194,8.694,10.281,26225.85,28.67,79.67,1003.36,5.13,28.4,6.2,5,7650,0.0132,LOW
2020-04-22,00:00:00,16.52,81.08,7.69,12.87,27.84,51.99,105.42,304.8,8.128,7.794,8.333,8.767,9.34,51986.48,29.14,74.94,1007.23,9.26,16.5,2.4,7,17400,0.2283,LOW
2020-04-22,06:00:00,16.58,81.14,1.48,2.65,2.92,9.44,9.94,57.33,7.558,8.128,8.084,8.559,8.23,15868.39,25.56,78.8,1007.78,8.16,22.7,4.1,9,10900,0.01,LOW
2020-04-22,12:00:00,16.1,80.65,8.34,22.9,38.45,62.96,110.4,340.28,7.633,7.558,7.794,8.194,7.983,52943.73,25.01,78.33,1007.42,6.99,18.2,2.1,7,12450,0.2297,LOW
2020-04-22,18:00:00,16.14,80.71,1.15,2.54,9.64,14.29,24.54,53.08,7.37,7.633,8.128,8.333,7.654,22516.24,32.39,68.79,1002.1,8.49,21.4,3.7,6,8320,0.0141,LOW
2020-04-23,00:00:00,16.18,80.75,50.07,104.87,177.07,339.43,646.88,2211.22,12.809,7.37,7.558,8.084,8.505,248290.56,27.5,73.79,1007.41,5.92,14.7,1.2,8,15620,0.99,VERY_HIGH
2020-04-23,06:00:00,16.22,80.8,1.23,4.72,6.72,6.72,17.36,17.36,11.595,12.809,7.633,7.794,8.694,26588.57,26.61,75.81,1003.04,9.66,12.8,2.8,7,19850,0.0366,LOW
